age,weight,excercise1,excercise2,diet
23,112,tred-mill,walking,vegetables
23,113,tred-mill,walking,vegetables
23,114,tred-mill,walking,vegetables
23,115,tred-mill,walking,vegetables
23,116,tred-mill,walking,vegetables
23,117,tred-mill,walking,vegetables
23,118,tred-mill,walking,vegetables
23,119,tred-mill,walking,vegetables
23,120,tred-mill,walking,vegetables
23,121,tred-mill,walking,vegetables
23,122,tred-mill,walking,vegetables
23,123,tred-mill,walking,vegetables
23,124,tred-mill,walking,vegetables
23,125,tred-mill,walking,vegetables
23,126,tred-mill,walking,vegetables
23,127,tred-mill,walking,vegetables
23,128,tred-mill,walking,vegetables
23,129,tred-mill,walking,vegetables
23,130,tred-mill,walking,vegetables
23,131,tred-mill,walking,vegetables
23,132,tred-mill,walking,vegetables
23,133,tred-mill,walking,vegetables
23,134,tred-mill,walking,vegetables
23,135,tred-mill,walking,vegetables
23,136,tred-mill,walking,vegetables
23,137,tred-mill,walking,vegetables
23,138,tred-mill,walking,vegetables
23,139,tred-mill,walking,vegetables
23,140,tred-mill,walking,vegetables
23,141,tred-mill,walking,vegetables
23,142,tred-mill,walking,vegetables
23,143,tred-mill,walking,vegetables
23,144,tred-mill,walking,vegetables
23,145,tred-mill,walking,vegetables
23,146,tred-mill,walking,vegetables
23,147,tred-mill,walking,vegetables
23,148,tred-mill,walking,vegetables
23,149,tred-mill,walking,vegetables
23,150,tred-mill,walking,vegetables
24,41,chest-workout,shoulder-workout,salads
24,42,chest-workout,shoulder-workout,salads
24,43,chest-workout,shoulder-workout,salads
24,44,chest-workout,shoulder-workout,salads
24,45,chest-workout,shoulder-workout,salads
24,46,chest-workout,shoulder-workout,salads
24,47,chest-workout,shoulder-workout,salads
24,48,chest-workout,shoulder-workout,salads
24,49,chest-workout,shoulder-workout,salads
24,50,chest-workout,shoulder-workout,salads
24,51,dumb-bell,dead lift,brownrice
24,52,dumb-bell,dead lift,brownrice
24,53,dumb-bell,dead lift,brownrice
24,54,dumb-bell,dead lift,brownrice
24,55,dumb-bell,dead lift,brownrice
24,56,dumb-bell,dead lift,brownrice
24,57,dumb-bell,dead lift,brownrice
24,58,dumb-bell,dead lift,brownrice
24,59,dumb-bell,dead lift,brownrice
24,60,dumb-bell,dead lift,brownrice
24,61,dumb-bell,dead lift,brownrice
24,62,dumb-bell,dead lift,brownrice
24,63,dumb-bell,dead lift,brownrice
24,64,dumb-bell,dead lift,brownrice
24,65,dumb-bell,dead lift,brownrice
24,66,dumb-bell,dead lift,brownrice
24,67,dumb-bell,dead lift,brownrice
24,68,dumb-bell,dead lift,brownrice
24,69,dumb-bell,dead lift,brownrice
24,70,dumb-bell,dead lift,brownrice
24,71,jogging,legpress,vegetables
24,72,jogging,legpress,vegetables
24,73,jogging,legpress,vegetables
24,74,jogging,legpress,vegetables
24,75,jogging,legpress,vegetables
24,76,jogging,legpress,vegetables
24,77,jogging,legpress,vegetables
24,78,jogging,legpress,vegetables
24,79,jogging,legpress,vegetables
24,80,jogging,legpress,vegetables
24,81,jogging,legpress,vegetables
24,82,jogging,legpress,vegetables
24,83,jogging,legpress,vegetables
24,84,jogging,legpress,vegetables
24,85,jogging,legpress,vegetables
24,86,jogging,legpress,vegetables
24,87,jogging,legpress,vegetables
24,88,jogging,legpress,vegetables
24,89,jogging,legpress,vegetables
24,90,jogging,legpress,vegetables
24,91,jogging,legpress,vegetables
24,92,jogging,legpress,vegetables
24,93,jogging,legpress,vegetables
24,94,jogging,legpress,vegetables
24,95,jogging,legpress,vegetables
24,96,jogging,legpress,vegetables
24,97,jogging,legpress,vegetables
24,98,jogging,legpress,vegetables
24,99,jogging,legpress,vegetables
24,100,jogging,legpress,vegetables
24,101,tred-mill,walking,vegetables
24,102,tred-mill,walking,vegetables
24,103,tred-mill,walking,vegetables
24,104,tred-mill,walking,vegetables
24,105,tred-mill,walking,vegetables
24,106,tred-mill,walking,vegetables
24,107,tred-mill,walking,vegetables
24,108,tred-mill,walking,vegetables
24,109,tred-mill,walking,vegetables
24,110,tred-mill,walking,vegetables
24,111,tred-mill,walking,vegetables
24,112,tred-mill,walking,vegetables
24,113,tred-mill,walking,vegetables
24,114,tred-mill,walking,vegetables
24,115,tred-mill,walking,vegetables
24,116,tred-mill,walking,vegetables
24,117,tred-mill,walking,vegetables
24,118,tred-mill,walking,vegetables
24,119,tred-mill,walking,vegetables
24,120,tred-mill,walking,vegetables
24,121,tred-mill,walking,vegetables
24,122,tred-mill,walking,vegetables
24,123,tred-mill,walking,vegetables
24,124,tred-mill,walking,vegetables
24,125,tred-mill,walking,vegetables
24,126,tred-mill,walking,vegetables
24,127,tred-mill,walking,vegetables
24,128,tred-mill,walking,vegetables
24,129,tred-mill,walking,vegetables
24,130,tred-mill,walking,vegetables
24,131,tred-mill,walking,vegetables
24,132,tred-mill,walking,vegetables
24,133,tred-mill,walking,vegetables
24,134,tred-mill,walking,vegetables
24,135,tred-mill,walking,vegetables
24,136,tred-mill,walking,vegetables
24,137,tred-mill,walking,vegetables
24,138,tred-mill,walking,vegetables
24,139,tred-mill,walking,vegetables
24,140,tred-mill,walking,vegetables
24,141,tred-mill,walking,vegetables
24,142,tred-mill,walking,vegetables
24,143,tred-mill,walking,vegetables
24,144,tred-mill,walking,vegetables
24,145,tred-mill,walking,vegetables
24,146,tred-mill,walking,vegetables
24,147,tred-mill,walking,vegetables
24,148,tred-mill,walking,vegetables
24,149,tred-mill,walking,vegetables
24,150,tred-mill,walking,vegetables
25,41,chest-workout,shoulder-workout,salads
25,42,chest-workout,shoulder-workout,salads
25,43,chest-workout,shoulder-workout,salads
25,44,chest-workout,shoulder-workout,salads
25,45,chest-workout,shoulder-workout,salads
25,46,chest-workout,shoulder-workout,salads
25,47,chest-workout,shoulder-workout,salads
25,48,chest-workout,shoulder-workout,salads
25,49,chest-workout,shoulder-workout,salads
25,50,chest-workout,shoulder-workout,salads
25,51,dumb-bell,dead lift,brownrice
25,52,dumb-bell,dead lift,brownrice
25,53,dumb-bell,dead lift,brownrice
25,54,dumb-bell,dead lift,brownrice
25,55,dumb-bell,dead lift,brownrice
25,56,dumb-bell,dead lift,brownrice
25,57,dumb-bell,dead lift,brownrice
25,58,dumb-bell,dead lift,brownrice
25,59,dumb-bell,dead lift,brownrice
25,60,dumb-bell,dead lift,brownrice
25,61,dumb-bell,dead lift,brownrice
25,62,dumb-bell,dead lift,brownrice
25,63,dumb-bell,dead lift,brownrice
25,64,dumb-bell,dead lift,brownrice
25,65,dumb-bell,dead lift,brownrice
25,66,dumb-bell,dead lift,brownrice
25,67,dumb-bell,dead lift,brownrice
25,68,dumb-bell,dead lift,brownrice
25,69,dumb-bell,dead lift,brownrice
25,70,dumb-bell,dead lift,brownrice
25,71,jogging,legpress,vegetables
25,72,jogging,legpress,vegetables
25,73,jogging,legpress,vegetables
25,74,jogging,legpress,vegetables
25,75,jogging,legpress,vegetables
25,76,jogging,legpress,vegetables
25,77,jogging,legpress,vegetables
25,78,jogging,legpress,vegetables
25,79,jogging,legpress,vegetables
25,80,jogging,legpress,vegetables
25,81,jogging,legpress,vegetables
25,82,jogging,legpress,vegetables
25,83,jogging,legpress,vegetables
25,84,jogging,legpress,vegetables
25,85,jogging,legpress,vegetables
25,86,jogging,legpress,vegetables
25,87,jogging,legpress,vegetables
25,88,jogging,legpress,vegetables
25,89,jogging,legpress,vegetables
25,90,jogging,legpress,vegetables
25,91,jogging,legpress,vegetables
25,92,jogging,legpress,vegetables
25,93,jogging,legpress,vegetables
25,94,jogging,legpress,vegetables
25,95,jogging,legpress,vegetables
25,96,jogging,legpress,vegetables
25,97,jogging,legpress,vegetables
25,98,jogging,legpress,vegetables
25,99,jogging,legpress,vegetables
25,100,jogging,legpress,vegetables
25,101,tred-mill,walking,vegetables
25,102,tred-mill,walking,vegetables
25,103,tred-mill,walking,vegetables
25,104,tred-mill,walking,vegetables
25,105,tred-mill,walking,vegetables
25,106,tred-mill,walking,vegetables
25,107,tred-mill,walking,vegetables
25,108,tred-mill,walking,vegetables
25,109,tred-mill,walking,vegetables
25,110,tred-mill,walking,vegetables
25,111,tred-mill,walking,vegetables
25,112,tred-mill,walking,vegetables
25,113,tred-mill,walking,vegetables
25,114,tred-mill,walking,vegetables
25,115,tred-mill,walking,vegetables
25,116,tred-mill,walking,vegetables
25,117,tred-mill,walking,vegetables
25,118,tred-mill,walking,vegetables
25,119,tred-mill,walking,vegetables
25,120,tred-mill,walking,vegetables
25,121,tred-mill,walking,vegetables
25,122,tred-mill,walking,vegetables
25,123,tred-mill,walking,vegetables
25,124,tred-mill,walking,vegetables
25,125,tred-mill,walking,vegetables
25,126,tred-mill,walking,vegetables
25,127,tred-mill,walking,vegetables
25,128,tred-mill,walking,vegetables
25,129,tred-mill,walking,vegetables
25,130,tred-mill,walking,vegetables
25,131,tred-mill,walking,vegetables
25,132,tred-mill,walking,vegetables
25,133,tred-mill,walking,vegetables
25,134,tred-mill,walking,vegetables
25,135,tred-mill,walking,vegetables
25,136,tred-mill,walking,vegetables
25,137,tred-mill,walking,vegetables
25,138,tred-mill,walking,vegetables
25,139,tred-mill,walking,vegetables
25,140,tred-mill,walking,vegetables
25,141,tred-mill,walking,vegetables
25,142,tred-mill,walking,vegetables
25,143,tred-mill,walking,vegetables
25,144,tred-mill,walking,vegetables
25,145,tred-mill,walking,vegetables
25,146,tred-mill,walking,vegetables
25,147,tred-mill,walking,vegetables
25,148,tred-mill,walking,vegetables
25,149,tred-mill,walking,vegetables
25,150,tred-mill,walking,vegetables
26,41,chest-workout,shoulder-workout,salads
26,42,chest-workout,shoulder-workout,salads
26,43,chest-workout,shoulder-workout,salads
26,44,chest-workout,shoulder-workout,salads
26,45,chest-workout,shoulder-workout,salads
26,46,chest-workout,shoulder-workout,salads
26,47,chest-workout,shoulder-workout,salads
26,48,chest-workout,shoulder-workout,salads
26,49,chest-workout,shoulder-workout,salads
26,50,chest-workout,shoulder-workout,salads
26,51,dumb-bell,dead lift,brownrice
26,52,dumb-bell,dead lift,brownrice
26,53,dumb-bell,dead lift,brownrice
26,54,dumb-bell,dead lift,brownrice
26,55,dumb-bell,dead lift,brownrice
26,56,dumb-bell,dead lift,brownrice
26,57,dumb-bell,dead lift,brownrice
26,58,dumb-bell,dead lift,brownrice
26,59,dumb-bell,dead lift,brownrice
26,60,dumb-bell,dead lift,brownrice
26,61,dumb-bell,dead lift,brownrice
26,62,dumb-bell,dead lift,brownrice
26,63,dumb-bell,dead lift,brownrice
26,64,dumb-bell,dead lift,brownrice
26,65,dumb-bell,dead lift,brownrice
26,66,dumb-bell,dead lift,brownrice
26,67,dumb-bell,dead lift,brownrice
26,68,dumb-bell,dead lift,brownrice
26,69,dumb-bell,dead lift,brownrice
26,70,dumb-bell,dead lift,brownrice
26,71,jogging,legpress,vegetables
26,72,jogging,legpress,vegetables
26,73,jogging,legpress,vegetables
26,74,jogging,legpress,vegetables
26,75,jogging,legpress,vegetables
26,76,jogging,legpress,vegetables
26,77,jogging,legpress,vegetables
26,78,jogging,legpress,vegetables
26,79,jogging,legpress,vegetables
26,80,jogging,legpress,vegetables
26,81,jogging,legpress,vegetables
26,82,jogging,legpress,vegetables
26,83,jogging,legpress,vegetables
26,84,jogging,legpress,vegetables
26,85,jogging,legpress,vegetables
26,86,jogging,legpress,vegetables
26,87,jogging,legpress,vegetables
26,88,jogging,legpress,vegetables
26,89,jogging,legpress,vegetables
26,90,jogging,legpress,vegetables
26,91,jogging,legpress,vegetables
26,92,jogging,legpress,vegetables
26,93,jogging,legpress,vegetables
26,94,jogging,legpress,vegetables
26,95,jogging,legpress,vegetables
26,96,jogging,legpress,vegetables
26,97,jogging,legpress,vegetables
26,98,jogging,legpress,vegetables
26,99,jogging,legpress,vegetables
26,100,jogging,legpress,vegetables
26,101,tred-mill,walking,vegetables
26,102,tred-mill,walking,vegetables
26,103,tred-mill,walking,vegetables
26,104,tred-mill,walking,vegetables
26,105,tred-mill,walking,vegetables
26,106,tred-mill,walking,vegetables
26,107,tred-mill,walking,vegetables
26,108,tred-mill,walking,vegetables
26,109,tred-mill,walking,vegetables
26,110,tred-mill,walking,vegetables
26,111,tred-mill,walking,vegetables
26,112,tred-mill,walking,vegetables
26,113,tred-mill,walking,vegetables
26,114,tred-mill,walking,vegetables
26,115,tred-mill,walking,vegetables
26,116,tred-mill,walking,vegetables
26,117,tred-mill,walking,vegetables
26,118,tred-mill,walking,vegetables
26,119,tred-mill,walking,vegetables
26,120,tred-mill,walking,vegetables
26,121,tred-mill,walking,vegetables
26,122,tred-mill,walking,vegetables
26,123,tred-mill,walking,vegetables
26,124,tred-mill,walking,vegetables
26,125,tred-mill,walking,vegetables
26,126,tred-mill,walking,vegetables
26,127,tred-mill,walking,vegetables
26,128,tred-mill,walking,vegetables
26,129,tred-mill,walking,vegetables
26,130,tred-mill,walking,vegetables
26,131,tred-mill,walking,vegetables
26,132,tred-mill,walking,vegetables
26,133,tred-mill,walking,vegetables
26,134,tred-mill,walking,vegetables
26,135,tred-mill,walking,vegetables
26,136,tred-mill,walking,vegetables
26,137,tred-mill,walking,vegetables
26,138,tred-mill,walking,vegetables
26,139,tred-mill,walking,vegetables
26,140,tred-mill,walking,vegetables
26,141,tred-mill,walking,vegetables
26,142,tred-mill,walking,vegetables
26,143,tred-mill,walking,vegetables
26,144,tred-mill,walking,vegetables
26,145,tred-mill,walking,vegetables
26,146,tred-mill,walking,vegetables
26,147,tred-mill,walking,vegetables
26,148,tred-mill,walking,vegetables
26,149,tred-mill,walking,vegetables
26,150,tred-mill,walking,vegetables
27,41,chest-workout,shoulder-workout,salads
27,42,chest-workout,shoulder-workout,salads
27,43,chest-workout,shoulder-workout,salads
27,44,chest-workout,shoulder-workout,salads
27,45,chest-workout,shoulder-workout,salads
27,46,chest-workout,shoulder-workout,salads
27,47,chest-workout,shoulder-workout,salads
27,48,chest-workout,shoulder-workout,salads
27,49,chest-workout,shoulder-workout,salads
27,50,chest-workout,shoulder-workout,salads
27,51,dumb-bell,dead lift,brownrice
27,52,dumb-bell,dead lift,brownrice
27,53,dumb-bell,dead lift,brownrice
27,54,dumb-bell,dead lift,brownrice
27,55,dumb-bell,dead lift,brownrice
27,56,dumb-bell,dead lift,brownrice
27,57,dumb-bell,dead lift,brownrice
27,58,dumb-bell,dead lift,brownrice
27,59,dumb-bell,dead lift,brownrice
27,60,dumb-bell,dead lift,brownrice
27,61,dumb-bell,dead lift,brownrice
27,62,dumb-bell,dead lift,brownrice
27,63,dumb-bell,dead lift,brownrice
27,64,dumb-bell,dead lift,brownrice
27,65,dumb-bell,dead lift,brownrice
27,66,dumb-bell,dead lift,brownrice
27,67,dumb-bell,dead lift,brownrice
27,68,dumb-bell,dead lift,brownrice
27,69,dumb-bell,dead lift,brownrice
27,70,dumb-bell,dead lift,brownrice
27,71,jogging,legpress,vegetables
27,72,jogging,legpress,vegetables
27,73,jogging,legpress,vegetables
27,74,jogging,legpress,vegetables
27,75,jogging,legpress,vegetables
27,76,jogging,legpress,vegetables
27,77,jogging,legpress,vegetables
27,78,jogging,legpress,vegetables
27,79,jogging,legpress,vegetables
27,80,jogging,legpress,vegetables
27,81,jogging,legpress,vegetables
27,82,jogging,legpress,vegetables
27,83,jogging,legpress,vegetables
27,84,jogging,legpress,vegetables
27,85,jogging,legpress,vegetables
27,86,jogging,legpress,vegetables
27,87,jogging,legpress,vegetables
27,88,jogging,legpress,vegetables
27,89,jogging,legpress,vegetables
27,90,jogging,legpress,vegetables
27,91,jogging,legpress,vegetables
27,92,jogging,legpress,vegetables
27,93,jogging,legpress,vegetables
27,94,jogging,legpress,vegetables
27,95,jogging,legpress,vegetables
27,96,jogging,legpress,vegetables
27,97,jogging,legpress,vegetables
27,98,jogging,legpress,vegetables
27,99,jogging,legpress,vegetables
27,100,jogging,legpress,vegetables
27,101,tred-mill,walking,vegetables
27,102,tred-mill,walking,vegetables
27,103,tred-mill,walking,vegetables
27,104,tred-mill,walking,vegetables
27,105,tred-mill,walking,vegetables
27,106,tred-mill,walking,vegetables
27,107,tred-mill,walking,vegetables
27,108,tred-mill,walking,vegetables
27,109,tred-mill,walking,vegetables
27,110,tred-mill,walking,vegetables
27,111,tred-mill,walking,vegetables
27,112,tred-mill,walking,vegetables
27,113,tred-mill,walking,vegetables
27,114,tred-mill,walking,vegetables
27,115,tred-mill,walking,vegetables
27,116,tred-mill,walking,vegetables
27,117,tred-mill,walking,vegetables
27,118,tred-mill,walking,vegetables
27,119,tred-mill,walking,vegetables
27,120,tred-mill,walking,vegetables
27,121,tred-mill,walking,vegetables
27,122,tred-mill,walking,vegetables
27,123,tred-mill,walking,vegetables
27,124,tred-mill,walking,vegetables
27,125,tred-mill,walking,vegetables
27,126,tred-mill,walking,vegetables
27,127,tred-mill,walking,vegetables
27,128,tred-mill,walking,vegetables
27,129,tred-mill,walking,vegetables
27,130,tred-mill,walking,vegetables
27,131,tred-mill,walking,vegetables
27,132,tred-mill,walking,vegetables
